"","average","sd","ratio","ava","avb","cumsum","p"
"d__Bacteria.k__.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__Phycisphaeraceae.__",0.000238650827322868,0.000424093649222939,0.562731433871138,2.25,0,0.986462373933282,0.008
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Xenococcaceae.__",0.000233347475604582,0.00047881891696804,0.487339717240448,0,2.2,0.986803723816912,0.416
"d__Bacteria.k__.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__AB1.g__",0.000233347475604582,0.000426495282095914,0.547127917706027,0,2.2,0.987145073700543,0.072
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas",0.000228044123886296,0.000284347541671824,0.80199084031291,1.75,0.8,0.987478665632273,0.377
"d__Bacteria.k__.p__Cyanobacteria.c__Vampirivibrionia.o__Vampirovibrionales.f__.g__",0.00022274077216801,0.000211854761080707,1.05138431174155,1.5,1.2,0.987804499612102,0.004
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Cryomorphaceae.g__Phaeocystidibacter",0.000212134068731438,0.000383203499134281,0.553580719410662,0,2,0.98811481768813,0.119
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Phormidesmiales.f__Phormidesmiaceae.g__Phormidium_MBIC10002",0.000212134068731438,0.0004352899245164,0.487339717240448,0,2,0.988425135764158,0.065
"d__Bacteria.k__.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Xenococcaceae.g__Chroococcidiopsis_PCC.6712",0.000206830717013152,0.000170247198352222,1.21488470303777,2.25,1.6,0.988727695888285,0.905
"d__Bacteria.k__.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia",0.00019622401357658,0.000130018958231889,1.50919539923258,2.25,0.8,0.989014740108611,0.495
"d__Bacteria.k__.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Muricauda",0.000190920661858294,0.000242359172922138,0.787759173941524,0,1.8,0.989294026377036,0.429
